,type,Vintage,Score,Drink Window,Description,Carneros,Napa,Santa Barbara,Sonoma,Anderson Valley,Santa Lucia Highlands,Paso Robles
568,California/Pinot Noir,2004,,Drink,"Excellent year; warm, early year, with ripe, concentrated, deeply flavored wines",85,,93,93,94,94,
569,California/Pinot Noir,2004,,Drink,"Excellent year; warm, early year, with ripe, concentrated, deeply flavored wines",85,,93,93,94,94,
570,California/Pinot Noir,,,,,,,,,,,
571,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
572,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
573,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
574,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
575,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
576,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
577,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
578,California/Pinot Noir,2003,,Drink,"Very good if mixed; best are rich, supple and harmonious",83,,88,91,94,89,
579,California/Pinot Noir,,,,,,,,,,,
580,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
581,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
582,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
583,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
584,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
585,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
586,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
587,California/Pinot Noir,2002,,Drink,"Very good; dark, complex wines that have aged well",84,,88,88,86,90,
588,California/Pinot Noir,,,,,,,,,,,
589,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
590,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
591,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
592,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
593,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
594,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
595,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
596,California/Pinot Noir,2001,,Drink,"A solid year with elegant, delicate, concentrated wines",84,,86,85,84,88,
597,California/Pinot Noir,,,,,,,,,,,
598,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
599,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
600,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
601,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
602,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
603,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
604,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
605,California/Pinot Noir,2000,,Drink,"Lean, crisp wines of good quality, with few stars",81,,81,83,85,83,
606,California/Pinot Noir,,,,,,,,,,,
607,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
608,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
609,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
610,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
611,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
612,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
613,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
614,California/Pinot Noir,1999,,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",82,,81,86,84,85,
615,California/Pinot Noir,,,,,,,,,,,
616,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
617,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
618,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
619,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
620,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
621,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
622,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
623,California/Pinot Noir,1998,,Drink,Lean and austere statewide; highly variable,81,,81,84,80,84,
624,California/Pinot Noir,,,,,,,,,,,
625,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
626,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
627,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
628,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
629,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
630,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
631,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
632,California/Pinot Noir,1997,,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",82,,82,85,83,82,
633,California/Pinot Noir,,,,,,,,,,,
634,California/Pinot Noir,1996,,,,81,,80,,82,84,
635,California/Pinot Noir,1996,,,,81,,80,,82,84,
636,California/Pinot Noir,1996,,,,81,,80,,82,84,
637,California/Pinot Noir,1996,,,,81,,80,,82,84,
638,California/Pinot Noir,1996,,,,81,,80,,82,84,
639,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
640,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
641,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
642,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
643,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
644,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
645,California/Rhône-Style Reds,2017,,NYR,"
",,88–91,89–92,88–91,,,89–92
646,California/Rhône-Style Reds,,,,,,,,,,,
647,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
648,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
649,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
650,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
651,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
652,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
653,California/Rhône-Style Reds,2016,,Drink or hold,A textbook vintage with nearly ideal growing conditions throughout the year,,94,92,93,,,94
654,California/Rhône-Style Reds,,,,,,,,,,,
655,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
656,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
657,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
658,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
659,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
660,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
661,California/Rhône-Style Reds,2015,,Drink or hold,"Challenged by a warm season marked by heat spikes, winemakers managed to retain elegance and aromatics",,94,91,94,,,94
662,California/Rhône-Style Reds,,,,,,,,,,,
663,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
664,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
665,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
666,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
667,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
668,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
669,California/Rhône-Style Reds,2014,,Drink or hold,"Similar to the 2013s, but more ripe, more full-bodied and in some regions more tannic",,93,92,94,,,92
670,California/Rhône-Style Reds,,,,,,,,,,,
671,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
672,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
673,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
674,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
675,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
676,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
677,California/Rhône-Style Reds,2013,,Drink or hold,Nearly ideal growing season with lots of sunshine but few heat spikes; wines are expressive early but show aging potential,,94,92,93,,,94
678,California/Rhône-Style Reds,,,,,,,,,,,
679,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
680,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
681,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
682,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
683,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
684,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
685,California/Rhône-Style Reds,2012,,Drink or hold,Record-sized crop with firmly tannic wines and some real beauties; should reward time in the cellar,,93,88,92,,,93
686,California/Rhône-Style Reds,,,,,,,,,,,
687,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
688,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
689,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
690,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
691,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
692,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
693,California/Rhône-Style Reds,2011,,Drink or hold,"A damp, cool year led to mixed results. Off the pace of best years, yet there are pockets of success; early drinkers",,87,87,87,,,87
694,California/Rhône-Style Reds,,,,,,,,,,,
695,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
696,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
697,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
698,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
699,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
700,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
701,California/Rhône-Style Reds,2010,,Drink,"A cool, late harvest, but amazingly ripe and full-bodied wines",,93,87,93,,,97
702,California/Rhône-Style Reds,,,,,,,,,,,
703,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
704,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
705,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
706,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
707,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
708,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
709,California/Rhône-Style Reds,2009,,Drink,"Fabulous wines throughout despite a challenging season; the ripeness is there, even if it came late",,92,92,93,,,95
710,California/Rhône-Style Reds,,,,,,,,,,,
711,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
712,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
713,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
714,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
715,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
716,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
717,California/Rhône-Style Reds,2008,,Drink,"A tough start ended with glorious wines statewide, rivaling 2007 for complexity, depth and finesse",,91,91,91,,,98
718,California/Rhône-Style Reds,,,,,,,,,,,
719,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
720,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
721,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
722,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
723,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
724,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
725,California/Rhône-Style Reds,2007,,Drink,"Tremendous quality and uncommon complexity statewide; the best on record, along with 2009 and 2006",,95,95,92,,,96
726,California/Rhône-Style Reds,,,,,,,,,,,
727,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
728,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
729,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
730,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
731,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
732,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
733,California/Rhône-Style Reds,2006,,Drink,"A golden vintage, fabulous acoss all regions, offering great diversity of styles",,93,94,95,,,92
734,California/Rhône-Style Reds,,,,,,,,,,,
735,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
736,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
737,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
738,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
739,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
740,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
741,California/Rhône-Style Reds,2005,,Drink,"Intense, structured, high-quality wines",,92,89,87,,,86
742,California/Rhône-Style Reds,,,,,,,,,,,
743,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
744,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
745,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
746,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
747,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
748,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
749,California/Rhône-Style Reds,2004,,Drink,"A superb vintage, particularly in Napa; concentrated, intense and complex wines",,97,86,89,,,89
750,California/Rhône-Style Reds,,,,,,,,,,,
751,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
752,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
753,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
754,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
755,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
756,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
757,California/Rhône-Style Reds,2003,,Drink,"Dark, intense, structured and concentrated",,90,89,90,,,83
758,California/Rhône-Style Reds,,,,,,,,,,,
759,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
760,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
761,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
762,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
763,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
764,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
765,California/Rhône-Style Reds,2002,,Drink,"Tremendous in Napa and Sonoma; dark, rich and plush",,96,85,89,,,84
766,California/Rhône-Style Reds,,,,,,,,,,,
767,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
768,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
769,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
770,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
771,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
772,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
773,California/Rhône-Style Reds,2001,,Drink,"Solid in all regions, with an edge to Napa; intense and concentrated wines",,97,87,89,,,89
774,California/Rhône-Style Reds,,,,,,,,,,,
775,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
776,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
777,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
778,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
779,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
780,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
781,California/Rhône-Style Reds,2000,,Drink,"Strong in Napa, showing that Syrah doesn't always run with Cabernet",,93,85,87,,,82
782,California/Rhône-Style Reds,,,,,,,,,,,
783,California/Zinfandel,2018,,NYR,"
",,89–92,,93–96,,,
784,California/Zinfandel,2018,,NYR,"
",,89–92,,93–96,,,
785,California/Zinfandel,2018,,NYR,"
",,89–92,,93–96,,,
786,California/Zinfandel,2018,,NYR,"
",,89–92,,93–96,,,
787,California/Zinfandel,2018,,NYR,"
",,89–92,,93–96,,,
788,California/Zinfandel,,,,,,,,,,,
789,California/Zinfandel,2017,,Drink or hold,"
",,90,,91,,,
790,California/Zinfandel,2017,,Drink or hold,"
",,90,,91,,,
791,California/Zinfandel,2017,,Drink or hold,"
",,90,,91,,,
792,California/Zinfandel,2017,,Drink or hold,"
",,90,,91,,,
793,California/Zinfandel,2017,,Drink or hold,"
",,90,,91,,,
794,California/Zinfandel,,,,,,,,,,,
795,California/Zinfandel,2016,,Drink or hold,"Akin to the 2015s, with the best showing polish and plush textures",,92,,95,,,
796,California/Zinfandel,2016,,Drink or hold,"Akin to the 2015s, with the best showing polish and plush textures",,92,,95,,,
797,California/Zinfandel,2016,,Drink or hold,"Akin to the 2015s, with the best showing polish and plush textures",,92,,95,,,
798,California/Zinfandel,2016,,Drink or hold,"Akin to the 2015s, with the best showing polish and plush textures",,92,,95,,,
799,California/Zinfandel,2016,,Drink or hold,"Akin to the 2015s, with the best showing polish and plush textures",,92,,95,,,
800,California/Zinfandel,,,,,,,,,,,
801,California/Zinfandel,2015,,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,,92,,94,,,
802,California/Zinfandel,2015,,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,,92,,94,,,
803,California/Zinfandel,2015,,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,,92,,94,,,
804,California/Zinfandel,2015,,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,,92,,94,,,
805,California/Zinfandel,2015,,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,,92,,94,,,
806,California/Zinfandel,,,,,,,,,,,
807,California/Zinfandel,2014,,Drink or hold,Fresh and fruit-forward but balanced and complex,,93,,94,,,
808,California/Zinfandel,2014,,Drink or hold,Fresh and fruit-forward but balanced and complex,,93,,94,,,
809,California/Zinfandel,2014,,Drink or hold,Fresh and fruit-forward but balanced and complex,,93,,94,,,
810,California/Zinfandel,2014,,Drink or hold,Fresh and fruit-forward but balanced and complex,,93,,94,,,
811,California/Zinfandel,2014,,Drink or hold,Fresh and fruit-forward but balanced and complex,,93,,94,,,
812,California/Zinfandel,,,,,,,,,,,
813,California/Zinfandel,2013,,Drink,Lively but concentrated wines with good structure built for long-term drinking,,91,,92,,,
814,California/Zinfandel,2013,,Drink,Lively but concentrated wines with good structure built for long-term drinking,,91,,92,,,
815,California/Zinfandel,2013,,Drink,Lively but concentrated wines with good structure built for long-term drinking,,91,,92,,,
816,California/Zinfandel,2013,,Drink,Lively but concentrated wines with good structure built for long-term drinking,,91,,92,,,
817,California/Zinfandel,2013,,Drink,Lively but concentrated wines with good structure built for long-term drinking,,91,,92,,,
818,California/Zinfandel,,,,,,,,,,,
819,California/Zinfandel,2012,,Drink,"Fruit-forward, soft and approachable",,89,,91,,,
820,California/Zinfandel,2012,,Drink,"Fruit-forward, soft and approachable",,89,,91,,,
821,California/Zinfandel,2012,,Drink,"Fruit-forward, soft and approachable",,89,,91,,,
822,California/Zinfandel,2012,,Drink,"Fruit-forward, soft and approachable",,89,,91,,,
823,California/Zinfandel,2012,,Drink,"Fruit-forward, soft and approachable",,89,,91,,,
824,California/Zinfandel,,,,,,,,,,,
825,California/Zinfandel,2011,,Drink,Variable quality; best wines are structured and vibrant,,89,,88,,,
